id,listing_id_overlap,comments,review_scores_rating
53138,15730052,,100
53139,15731742,,100
53140,15731767,,100
53141,15731924,,79
53142,15731976,,94
53143,15732350,,95
53144,15733438,,96
53145,15733597,,90
53146,15734037,,99
53147,15734223,,100
53148,15734339,,90
53149,15734487,,100
53150,15734618,,95
53151,15735137,,93
53152,15735142,,100
53153,15735286,,92
53154,15735526,,60
53155,15735536,,100
53156,15735601,,82
53157,15735794,,100
53158,15735939,,93
53159,15736068,,92
53160,15736200,,100
53161,15738078,,100
53162,15738299,,93
53163,15738758,,100
53164,15740172,,75
53165,15740766,,96
53166,15741005,,80
53167,15741217,,100
53168,15741340,,100
53169,15741993,,98
53170,15742303,,100
53171,15742679,,83
53172,15742726,,98
53173,15742847,,100
53174,15742996,,97
53175,15743145,,100
53176,15743645,,80
53177,15743698,,80
53178,15743712,,98
53179,15743922,,100
53180,15743945,,100
53181,15744009,,94
53182,15744035,,100
53183,15744148,,100
53184,15744244,,100
53185,15744813,,92
53186,15744964,,93
53187,15745100,,99
53188,15745163,,80
53189,15745184,,100
53190,15745256,,90
53191,15745269,,96
53192,15745537,,99
53193,15746116,,97
53194,15746851,,100
53195,15746860,,92
53196,15747420,,100
53197,15748789,,99
53198,15749186,,93
53199,15752571,,100
53200,15753014,,90
53201,15754561,,100
53202,15754813,,84
53203,15755100,,94
53204,15755436,,88
53205,15755858,,98
53206,15755967,,95
53207,15756046,,100
53208,15756282,,93
53209,15757141,,100
53210,15757160,,100
53211,15757537,,100
53212,15757574,,100
53213,15757745,,97
53214,15757827,,100
53215,15758176,,70
53216,15758420,,100
53217,15758477,,98
53218,15758640,,99
53219,15758857,,92
53220,15759078,,100
53221,15759254,,93
53222,15759302,,96
53223,15759415,,97
53224,15759558,,100
53225,15759991,,95
53226,15760274,,96
53227,15760390,,98
53228,15760450,,98
53229,15760621,,96
53230,15760836,,100
53231,15761285,,100
53232,15764090,,100
53233,15765087,,91
53234,15765466,,96
53235,15766497,,94
53236,15767124,,99
53237,15767548,,99
53238,15767892,,100
53239,15767894,,93
53240,15768527,,98
53241,15768690,,97
53242,15769042,,95
53243,15769242,,82
53244,15769333,,98
53245,15769369,,80
53246,15769468,,97
53247,15769666,,100
53248,15769711,,80
53249,15769814,,95
53250,15769922,,97
53251,15769929,,99
53252,15770357,,100
53253,15770459,,100
53254,15770469,,95
53255,15770540,,100
53256,15770875,,100
53257,15771050,,100
53258,15771318,,96
53259,15771442,,90
53260,15771522,,100
53261,15771760,,100
53262,15771978,,98
53263,15772057,,98
53264,15772226,,100
53265,15772447,,99
53266,15772750,,100
53267,15772854,,96
53268,15773096,,98
53269,15773147,,85
53270,15773148,,95
53271,15773252,,60
53272,15773389,,80
53273,15773903,,85
53274,15774003,,97
53275,15774061,,97
53276,15774149,,98
53277,15774166,,94
53278,15774266,,100
53279,15774425,,95
53280,15774439,,94
53281,15774482,,95
53282,15774755,,93
53283,15774822,,97
53284,15775189,,100
53285,15775237,,100
53286,15775437,,100
53287,15776707,,97
53288,15780171,,95
53289,15782300,,95
53290,15782956,,98
53291,15783413,,98
53292,15783855,,60
53293,15784865,,100
53294,15785016,,100
53295,15785305,,95
53296,15785384,,100
53297,15785565,,95
53298,15785733,,94
53299,15785785,,95
53300,15785827,,87
53301,15786161,,90
53302,15786482,,97
53303,15787037,,100
53304,15787042,,90
53305,15787190,,98
53306,15787259,,100
53307,15787386,,100
53308,15787411,,94
53309,15787985,,100
53310,15788402,,93
53311,15788490,,94
53312,15788511,,100
53313,15788528,,92
53314,15789023,,100
53315,15789030,,93
53316,15789080,,90
53317,15789419,,93
53318,15789680,,99
53319,15789931,,91
53320,15790019,,100
53321,15790468,,100
53322,15790612,,100
53323,15790640,,97
53324,15790816,,80
53325,15791496,,97
53326,15791525,,100
53327,15791710,,98
53328,15791852,,98
53329,15792064,,93
53330,15792652,,91
53331,15793708,,100
53332,15793997,,95
53333,15796872,,100
53334,15797073,,93
53335,15797693,,95
53336,15797699,,94
53337,15797715,,98
53338,15797768,,100
53339,15797867,,100
53340,15797986,,93
53341,15798115,,93
53342,15798660,,80
53343,15798828,,97
53344,15798872,,96
53345,15799338,,100
53346,15799378,,98
53347,15799391,,93
53348,15799419,,98
53349,15799526,,100
53350,15799947,,90
53351,15800085,,60
53352,15800396,,86
53353,15800461,,93
53354,15800495,,97
53355,15800724,,100
53356,15800860,,73
53357,15801033,,97
53358,15801847,,97
53359,15802616,,100
53360,15802873,,86
53361,15803116,,100
53362,15803180,,97
53363,15803779,,100
53364,15804074,,100
53365,15804493,,97
53366,15804555,,100
53367,15804699,,95
53368,15804772,,98
53369,15804852,,98
53370,15804929,,95
53371,15804957,,80
53372,15805015,,92
53373,15805081,,64
53374,15805082,,73
53375,15805363,,100
53376,15805390,,70
53377,15805553,,93
53378,15805642,,95
53379,15805709,,92
53380,15805871,,100
53381,15805987,,98
53382,15806036,,94
53383,15806126,,99
53384,15806267,,100
53385,15806285,,100
53386,15806303,,100
53387,15806422,,80
53388,15806439,,100
53389,15806552,,86
53390,15806592,,94
53391,15806622,,99
53392,15806629,,100
53393,15806642,,93
53394,15806709,,98
53395,15806786,,99
53396,15806813,,93
53397,15806859,,93
53398,15806890,,94
53399,15807058,,99
53400,15807608,,93
53401,15807827,,96
53402,15807842,,100
53403,15807846,,100
53404,15807971,,100
53405,15808044,,90
53406,15808112,,97
53407,15808176,,80
53408,15808501,,100
53409,15808768,,100
53410,15809594,,100
53411,15811179,,100
53412,15812719,,98
53413,15813395,,89
53414,15814231,,100
53415,15814980,,80
53416,15815224,,100
53417,15815813,,80
53418,15816765,,94
53419,15816930,,98
53420,15817012,,99
53421,15817273,,99
53422,15817291,,99
53423,15817479,,100
53424,15818208,,98
53425,15818344,,100
53426,15818608,,95
53427,15818624,,98
53428,15819031,,100
53429,15819049,,100
53430,15819196,,100
53431,15819226,,98
53432,15819365,,89
53433,15819651,,99
53434,15819749,,88
53435,15819771,,100
53436,15820088,,78
53437,15820203,,93
53438,15820356,,93
53439,15820365,,100
53440,15820401,,97
53441,15820575,,95
53442,15820618,,89
53443,15820741,,97
53444,15821021,,100
53445,15821035,,65
53446,15821126,,100
53447,15821136,,80
53448,15821184,,100
53449,15821197,,100
53450,15821240,,100
53451,15821372,,86
53452,15821383,,91
53453,15821670,,97
53454,15821752,,100
53455,15822019,,100
53456,15822143,,87
53457,15822255,,100
53458,15822332,,93
53459,15822650,,100
53460,15822779,,100
53461,15823434,,80
53462,15824158,,100
53463,15826421,,93
53464,15826817,,95
53465,15827529,,93
53466,15827538,,96
53467,15828422,,98
53468,15828883,,92
53469,15829101,,92
53470,15829184,,97
53471,15829202,,91
53472,15830298,,97
53473,15830338,,98
53474,15830455,,94
53475,15830500,,88
53476,15830509,,100
53477,15830663,,99
53478,15830920,,74
53479,15830951,,96
53480,15831005,,100
53481,15831132,,99
53482,15831218,,85
53483,15831317,,60
53484,15831402,,92
53485,15831564,,96
53486,15831633,,88
53487,15832102,,97
53488,15832329,,99
53489,15832524,,100
53490,15832630,,95
53491,15832676,,91
53492,15832766,,96
53493,15832903,,100
53494,15833104,,80
53495,15833352,,84
53496,15833367,,99
53497,15833471,,94
53498,15833807,,95
53499,15834067,,93
53500,15834160,,100
53501,15834364,,99
53502,15834380,,93
53503,15834391,,100
53504,15834511,,96
53505,15834944,,100
53506,15835252,,100
53507,15835312,,97
53508,15835422,,100
53509,15835460,,98
53510,15835533,,80
53511,15835695,,90
53512,15835794,,100
53513,15835844,,96
53514,15835859,,100
53515,15836108,,97
53516,15836473,,90
53517,15836515,,100
53518,15836744,,95
53519,15837007,,80
53520,15837163,,94
53521,15839085,,83
53522,15840089,,97
53523,15840222,,70
53524,15840973,,100
53525,15841135,,97
53526,15841513,,100
53527,15841640,,97
53528,15841718,,100
53529,15841899,,94
53530,15841981,,67
53531,15842059,,80
53532,15842191,,91
53533,15842270,,95
53534,15842471,,97
53535,15843080,,100
53536,15843097,,84
53537,15843163,,89
53538,15843284,,97
53539,15843519,,95
53540,15843627,,96
53541,15843671,,96
53542,15843955,,85
53543,15844134,,85
53544,15844237,,100
53545,15844552,,98
53546,15844631,,100
53547,15844652,,70
53548,15844782,,97
53549,15844809,,99
53550,15844840,,89
53551,15844892,,99
53552,15844931,,100
53553,15845215,,96
53554,15845751,,94
53555,15845941,,97
53556,15846039,,94
53557,15846400,,88
53558,15846562,,98
53559,15847101,,98
53560,15847244,,99
53561,15847553,,100
53562,15850186,,81
53563,15851308,,95
53564,15851383,,100
53565,15852228,,100
53566,15852298,,93
53567,15852495,,99
53568,15852802,,100
53569,15852819,,100
53570,15853705,,67
53571,15853994,,85
53572,15854057,,87
53573,15854065,,89
53574,15854104,,93
53575,15854348,,99
53576,15854512,,96
53577,15855249,,100
53578,15855691,,100
53579,15855728,,99
53580,15855813,,89
53581,15855881,,100
53582,15856049,,100
53583,15856815,,100
53584,15857033,,84
53585,15857120,,74
53586,15857124,,92
53587,15857150,,100
53588,15857176,,100
53589,15857453,,80
53590,15857492,,98
53591,15857862,,97
53592,15857974,,97
53593,15858046,,100
53594,15858113,,90
53595,15858393,,98
53596,15858761,,99
53597,15858847,,91
53598,15858868,,100
53599,15858916,,100
53600,15858959,,90
53601,15859206,,100
53602,15859355,,98
53603,15859398,,100
53604,15859567,,100
53605,15859741,,97
53606,15859982,,90
53607,15859987,,95
53608,15860091,,87
53609,15860118,,89
53610,15860173,,98
53611,15860257,,100
53612,15860528,,100
53613,15860586,,99
53614,15860751,,70
53615,15861653,,88
53616,15862199,,97
53617,15864590,,80
53618,15864923,,91
53619,15866121,,100
53620,15866130,,100
53621,15866496,,60
53622,15866577,,100
53623,15867434,,97
53624,15867712,,100
53625,15867800,,99
53626,15867847,,96
53627,15868472,,90
53628,15868619,,100
53629,15868639,,100
53630,15868654,,100
53631,15868989,,100
53632,15869087,,100
53633,15869288,,99
53634,15869291,,95
53635,15869718,,98
53636,15869824,,100
53637,15869934,,95
53638,15869937,,100
53639,15870127,,92
53640,15870259,,98
53641,15870268,,100
53642,15870337,,94
53643,15870976,,100
53644,15871292,,100
53645,15871804,,92
53646,15872109,,96
53647,15872286,,100
53648,15872291,,98
53649,15872298,,97
53650,15872497,,88
53651,15872505,,100
53652,15872614,,87
53653,15872623,,86
53654,15872785,,80
53655,15872817,,92
53656,15872852,,90
53657,15872946,,97
53658,15872956,,93
53659,15873181,,100
53660,15873233,,87
53661,15873476,,100
53662,15873510,,100
53663,15873719,,88
53664,15873761,,96
53665,15873822,,100
53666,15873973,,100
53667,15874051,,100
53668,15874245,,100
53669,15874385,,96
53670,15874396,,100
53671,15874562,,91
53672,15874648,,94
53673,15874730,,89
53674,15874839,,93
53675,15875028,,100
53676,15875061,,99
53677,15875133,,90
53678,15875199,,94
53679,15875396,,90
53680,15875572,,93
53681,15876303,,87
53682,15876377,,90
53683,15876538,,94
53684,15876540,,97
53685,15877171,,97
53686,15879885,,100
53687,15882048,,96
53688,15883221,,100
53689,15884243,,100
53690,15884259,,97
53691,15884291,,76
53692,15884320,,98
53693,15884479,,90
53694,15884507,,98
53695,15885049,,94
53696,15885064,,92
53697,15885228,,98
53698,15885237,,92
53699,15885264,,97
53700,15885354,,93
53701,15885641,,98
53702,15885746,,100
53703,15886011,,96
53704,15886855,,99
53705,15887436,,96
53706,15887617,,98
53707,15887658,,100
53708,15887753,,100
53709,15887759,,95
53710,15887792,,100
53711,15888016,,98
53712,15888045,,90
53713,15888389,,100
53714,15888493,,98
53715,15888625,,88
53716,15888632,,97
53717,15888715,,99
53718,15888763,,97
53719,15888785,,98
53720,15888810,,100
53721,15888825,,100
53722,15889048,,100
53723,15889115,,100
53724,15889119,,91
53725,15889125,,95
53726,15889585,,95
53727,15889919,,100
53728,15889930,,95
53729,15890048,,100
53730,15890220,,100
53731,15890483,,96
53732,15891011,,20
53733,15894242,,100
53734,15895829,,93
53735,15896529,,90
53736,15897973,,96
53737,15898303,,98
53738,15898334,,93
53739,15898448,,89
53740,15898519,,60
53741,15898567,,90
53742,15898784,,97
53743,15898793,,90
53744,15898893,,90
53745,15898967,,100
53746,15899025,,94
53747,15899432,,90
53748,15899509,,85
53749,15899936,,100
53750,15900076,,100
53751,15900501,,90
53752,15900866,,96
53753,15901362,,100
53754,15901403,,88
53755,15901461,,95
53756,15902021,,88
53757,15902035,,100
53758,15902263,,99
53759,15902775,,98
53760,15902862,,98
53761,15902977,,98
53762,15903071,,100
53763,15903271,,100
53764,15903344,,100
53765,15903484,,100
53766,15903906,,94
53767,15904104,,95
53768,15904225,,100
53769,15904469,,98
53770,15904904,,50
53771,15905164,,94
53772,15905292,,100
53773,15910043,,96
53774,15910175,,96
53775,15910220,,100
53776,15910532,,96
53777,15910575,,80
53778,15910664,,100
53779,15911053,,100
53780,15911064,,97
53781,15911414,,94
53782,15911434,,100
53783,15911792,,93
53784,15912388,,100
53785,15912452,,97
53786,15912872,,98
53787,15913986,,85
53788,15914477,,90
53789,15914579,,100
53790,15914703,,96
53791,15914785,,80
53792,15914815,,90
53793,15915004,,100
53794,15915030,,99
53795,15915159,,93
53796,15915176,,91
53797,15915444,,90
53798,15915608,,100
53799,15915646,,72
53800,15916485,,100
53801,15916518,,84
53802,15916637,,100
53803,15916709,,100
53804,15916842,,100
53805,15916931,,92
53806,15916945,,90
53807,15916989,,97
53808,15917011,,100
53809,15917113,,93
53810,15917221,,97
53811,15917284,,97
53812,15917321,,98
53813,15917355,,100
53814,15917486,,100
53815,15917906,,93
53816,15917981,,93
53817,15918221,,100
53818,15918243,,90
53819,15918259,,100
53820,15918626,,97
53821,15919102,,93
53822,15919684,,100
53823,15919797,,98
53824,15920792,,100
53825,15923366,,90
53826,15923443,,80
53827,15924104,,100
53828,15924820,,90
53829,15925104,,87
53830,15925191,,88
53831,15925212,,85
53832,15925533,,90
53833,15925822,,100
53834,15926037,,94
53835,15926217,,86
53836,15926271,,78
53837,15926847,,100
53838,15926884,,100
53839,15927019,,100
53840,15927121,,100
53841,15927214,,100
53842,15927523,,97
53843,15927695,,97
53844,15927749,,96
53845,15927835,,96
53846,15927846,,100
53847,15927987,,100
53848,15927998,,98
53849,15928154,,93
53850,15928157,,90
53851,15928351,,100
53852,15928435,,92
53853,15928531,,96
53854,15928635,,87
53855,15928697,,100
53856,15928745,,100
53857,15928835,,93
53858,15928910,,100
53859,15929108,,95
53860,15930229,,100
53861,15930433,,100
53862,15930561,,97
53863,15930564,,94
53864,15930586,,100
53865,15930602,,96
53866,15930655,,93
53867,15930864,,97
53868,15931204,,100
53869,15931280,,98
53870,15931396,,100
53871,15931445,,98
53872,15931766,,94
53873,15932026,,96
53874,15932652,,100
53875,15933107,,97
53876,15933479,,91
53877,15933638,,99
53878,15935306,,96
53879,15936156,,100
53880,15936489,,100
53881,15936579,,60
53882,15936874,,100
53883,15937164,,90
53884,15937208,,93
53885,15937836,,94
53886,15938061,,98
53887,15938116,,95
53888,15938192,,100
53889,15938470,,99
53890,15938515,,100
53891,15938749,,100
53892,15938757,,95
53893,15938795,,100
53894,15938807,,98
53895,15939106,,100
53896,15939143,,100
53897,15939334,,98
53898,15939618,,100
53899,15940192,,96
53900,15940237,,97
53901,15940328,,99
53902,15940395,,98
53903,15940569,,96
53904,15940810,,100
53905,15941197,,96
53906,15941344,,89
53907,15941474,,89
53908,15941555,,97
53909,15941600,,90
53910,15941718,,90
53911,15941964,,98
53912,15941975,,88
53913,15942399,,96
53914,15942586,,93
53915,15942648,,100
53916,15942755,,100
53917,15942804,,83
53918,15943159,,99
53919,15943164,,100
53920,15943293,,97
53921,15943342,,90
53922,15943475,,95
53923,15943871,,80
53924,15945555,,100
53925,15946450,,85
53926,15948320,,97
53927,15948617,,92
53928,15948870,,91
53929,15949525,,100
53930,15949625,,100
53931,15949632,,91
53932,15949915,,100
53933,15951107,,90
53934,15951185,,95
53935,15951436,,99
53936,15951551,,100
53937,15951865,,98
53938,15952702,,90
53939,15952876,,100
53940,15953144,,98
53941,15953833,,100
53942,15954085,,98
53943,15954250,,97
53944,15954509,,100
53945,15954561,,100
53946,15954582,,100
53947,15954639,,100
53948,15954650,,93
53949,15954793,,84
53950,15955130,,40
53951,15955273,,97
53952,15955373,,100
53953,15955710,,100
53954,15956125,,100
53955,15956223,,97
53956,15956612,,99
53957,15956773,,94
53958,15956780,,100
53959,15956788,,92
53960,15956789,,94
53961,15956836,,87
53962,15956898,,100
53963,15956956,,80
53964,15957168,,100
53965,15957549,,40
53966,15957550,,100
53967,15957597,,100
53968,15957707,,100
53969,15957836,,99
53970,15958090,,100
53971,15958841,,98
53972,15959135,,98
53973,15959464,,100
53974,15964873,,90
53975,15965946,,100
53976,15966568,,96
53977,15966725,,100
53978,15966792,,96
53979,15967338,,99
53980,15967739,,82
53981,15967746,,90
53982,15967775,,100
53983,15967865,,99
53984,15968094,,99
53985,15968219,,98
53986,15968413,,80
53987,15968539,,93
53988,15968806,,98
53989,15968808,,95
53990,15968866,,100
53991,15969097,,100
53992,15969106,,88
53993,15969238,,89
53994,15969307,,90
53995,15969640,,93
53996,15969709,,100
53997,15969838,,100
53998,15969964,,93
53999,15969995,,98
54000,15970050,,100
54001,15970318,,86
54002,15970357,,93
54003,15970440,,95
54004,15970662,,100
54005,15970725,,100
54006,15971308,,98
54007,15971425,,100
54008,15971697,,90
54009,15971922,,100
54010,15972121,,99
54011,15972140,,99
54012,15972423,,95
54013,15972574,,96
54014,15972592,,100
54015,15972786,,91
54016,15972862,,99
54017,15973162,,100
54018,15973163,,93
54019,15973226,,94
54020,15973647,,80
54021,15973684,,99
54022,15973695,,97
54023,15973945,,98
54024,15974031,,95
54025,15974346,,98
54026,15974707,,100
54027,15974780,,91
54028,15974796,,99
54029,15974941,,100
54030,15975018,,93
54031,15975903,,95
54032,15976022,,85
54033,15976917,,100
54034,15977128,,94
54035,15979617,,80
54036,15979642,,97
54037,15980261,,91
54038,15980414,,97
54039,15980439,,97
54040,15981655,,93
54041,15981951,,100
54042,15982139,,98
54043,15982208,,90
54044,15982605,,97
54045,15982786,,87
54046,15983048,,99
54047,15983050,,99
54048,15983069,,100
54049,15983120,,100
54050,15983139,,96
54051,15983174,,100
54052,15983444,,96
54053,15983858,,95
54054,15984201,,90
54055,15984213,,100
54056,15984446,,94
54057,15984558,,100
54058,15984673,,92
54059,15984809,,80
54060,15984856,,98
54061,15984984,,96
54062,15985033,,100
54063,15985045,,99
54064,15985047,,100
54065,15985264,,100
54066,15985315,,93
54067,15985435,,99
54068,15985491,,94
54069,15986033,,73
54070,15986222,,87
